GEOID,NAME,variable,estimate,moe,year,label,concept,func_label
1900026,South O'Brien ,B07001_082,0,99,2010,Estimate!!Total!!Moved from abroad!!1 to 4 years,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES,1 to 4 years
1900027,Riverside ,B07001_002,180,48,2010,Estimate!!Total!!1 to 4 years,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES,1 to 4 years
1900027,Riverside ,B07001_018,144,42,2010,Estimate!!Total!!Same house 1 year ago!!1 to 4 years,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES,1 to 4 years
1900027,Riverside ,B07001_034,20,23,2010,Estimate!!Total!!Moved within same county!!1 to 4 years,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES,1 to 4 years
1900027,Riverside ,B07001_050,4,7,2010,Estimate!!Total!!Moved from different county within same state!!1 to 4 years,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES,1 to 4 years
1900027,Riverside ,B07001_066,12,8,2010,Estimate!!Total!!Moved from different state!!1 to 4 years,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES,1 to 4 years
1900027,Riverside ,B07001_082,0,99,2010,Estimate!!Total!!Moved from abroad!!1 to 4 years,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES,1 to 4 years
1900028,Prairie Valley ,B07001_002,151,48,2010,Estimate!!Total!!1 to 4 years,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES,1 to 4 years
1900028,Prairie Valley ,B07001_018,137,46,2010,Estimate!!Total!!Same house 1 year ago!!1 to 4 years,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES,1 to 4 years
1900028,Prairie Valley ,B07001_034,14,22,2010,Estimate!!Total!!Moved within same county!!1 to 4 years,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES,1 to 4 years
1900028,Prairie Valley ,B07001_050,0,99,2010,Estimate!!Total!!Moved from different county within same state!!1 to 4 years,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES,1 to 4 years
1900028,Prairie Valley ,B07001_066,0,99,2010,Estimate!!Total!!Moved from different state!!1 to 4 years,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES,1 to 4 years
1900028,Prairie Valley ,B07001_082,0,99,2010,Estimate!!Total!!Moved from abroad!!1 to 4 years,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES,1 to 4 years
1900040,East Marshall ,B07001_002,131,44,2010,Estimate!!Total!!1 to 4 years,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES,1 to 4 years
1900040,East Marshall ,B07001_018,110,40,2010,Estimate!!Total!!Same house 1 year ago!!1 to 4 years,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES,1 to 4 years
1900040,East Marshall ,B07001_034,19,15,2010,Estimate!!Total!!Moved within same county!!1 to 4 years,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES,1 to 4 years
1900040,East Marshall ,B07001_050,0,99,2010,Estimate!!Total!!Moved from different county within same state!!1 to 4 years,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES,1 to 4 years
1900040,East Marshall ,B07001_066,2,5,2010,Estimate!!Total!!Moved from different state!!1 to 4 years,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES,1 to 4 years
1900040,East Marshall ,B07001_082,0,99,2010,Estimate!!Total!!Moved from abroad!!1 to 4 years,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES,1 to 4 years
1900060,GMG ,B07001_002,79,39,2010,Estimate!!Total!!1 to 4 years,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES,1 to 4 years
1900060,GMG ,B07001_018,76,38,2010,Estimate!!Total!!Same house 1 year ago!!1 to 4 years,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES,1 to 4 years
1900060,GMG ,B07001_034,0,99,2010,Estimate!!Total!!Moved within same county!!1 to 4 years,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES,1 to 4 years
1900060,GMG ,B07001_050,0,99,2010,Estimate!!Total!!Moved from different county within same state!!1 to 4 years,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES,1 to 4 years
1900060,GMG ,B07001_066,3,4,2010,Estimate!!Total!!Moved from different state!!1 to 4 years,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES,1 to 4 years
1900060,GMG ,B07001_082,0,99,2010,Estimate!!Total!!Moved from abroad!!1 to 4 years,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES,1 to 4 years
1903030,Lineville-Clio ,B07001_002,11,11,2010,Estimate!!Total!!1 to 4 years,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES,1 to 4 years
1903030,Lineville-Clio ,B07001_018,2,3,2010,Estimate!!Total!!Same house 1 year ago!!1 to 4 years,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES,1 to 4 years
1903030,Lineville-Clio ,B07001_034,9,11,2010,Estimate!!Total!!Moved within same county!!1 to 4 years,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES,1 to 4 years
1903030,Lineville-Clio ,B07001_050,0,99,2010,Estimate!!Total!!Moved from different county within same state!!1 to 4 years,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES,1 to 4 years
1903030,Lineville-Clio ,B07001_066,0,99,2010,Estimate!!Total!!Moved from different state!!1 to 4 years,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES,1 to 4 years
1903030,Lineville-Clio ,B07001_082,0,99,2010,Estimate!!Total!!Moved from abroad!!1 to 4 years,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES,1 to 4 years
1903060,AGWSR ,B07001_002,202,66,2010,Estimate!!Total!!1 to 4 years,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES,1 to 4 years
1903060,AGWSR ,B07001_018,170,59,2010,Estimate!!Total!!Same house 1 year ago!!1 to 4 years,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES,1 to 4 years
1903060,AGWSR ,B07001_034,32,27,2010,Estimate!!Total!!Moved within same county!!1 to 4 years,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES,1 to 4 years
1903060,AGWSR ,B07001_050,0,99,2010,Estimate!!Total!!Moved from different county within same state!!1 to 4 years,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES,1 to 4 years
1903060,AGWSR ,B07001_066,0,99,2010,Estimate!!Total!!Moved from different state!!1 to 4 years,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES,1 to 4 years
1903060,AGWSR ,B07001_082,0,99,2010,Estimate!!Total!!Moved from abroad!!1 to 4 years,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES,1 to 4 years
1903090,Adair-Casey ,B07001_002,123,44,2010,Estimate!!Total!!1 to 4 years,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES,1 to 4 years
1903090,Adair-Casey ,B07001_018,89,36,2010,Estimate!!Total!!Same house 1 year ago!!1 to 4 years,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES,1 to 4 years
1903090,Adair-Casey ,B07001_034,11,13,2010,Estimate!!Total!!Moved within same county!!1 to 4 years,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES,1 to 4 years
1903090,Adair-Casey ,B07001_050,0,99,2010,Estimate!!Total!!Moved from different county within same state!!1 to 4 years,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES,1 to 4 years
1903090,Adair-Casey ,B07001_066,23,33,2010,Estimate!!Total!!Moved from different state!!1 to 4 years,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES,1 to 4 years
