"","name","year","month","unemprate"
"1878","Buchanan",2000,"September",2.4
"1879","Buchanan",2000,"October",2.2
"1880","Buchanan",2000,"November",2.5
"1881","Buchanan",2000,"December",3.5
"1882","Buchanan",2001,"January",5.4
"1883","Buchanan",2001,"February",5
"1884","Buchanan",2001,"March",5.2
"1885","Buchanan",2001,"April",3.8
"1886","Buchanan",2001,"May",3
"1887","Buchanan",2001,"June",3.4
"1888","Buchanan",2001,"July",2.8
"1889","Buchanan",2001,"August",2.8
"1890","Buchanan",2001,"September",3.6
"1891","Buchanan",2001,"October",3.3
"1892","Buchanan",2001,"November",4
"1893","Buchanan",2001,"December",4.6
"1894","Buchanan",2002,"January",6.4
"1895","Buchanan",2002,"February",6.1
"1896","Buchanan",2002,"March",5.9
"1897","Buchanan",2002,"April",4.3
"1898","Buchanan",2002,"May",3.5
"1899","Cedar",2009,"October",5.1
"1900","Cedar",2009,"November",5
"1901","Cedar",2009,"December",5.8
"1902","Cedar",2009,"September",5.2
"1903","Cedar",2010,"January",6.7
"1904","Cedar",2010,"February",6.6
"1905","Cedar",2010,"March",6.4
"1906","Cedar",2010,"April",5.2
"1907","Cedar",2010,"May",4.9
"1908","Cedar",2010,"June",5.2
"1909","Cedar",2010,"July",5.4
"1910","Cedar",2010,"August",5.4
"1911","Cedar",2010,"September",4.9
"1912","Cedar",2010,"October",4.6
"1913","Cedar",2010,"November",4.8
"1914","Cedar",2010,"December",5.6
"1915","Cedar",2011,"January",6.5
"1916","Cedar",2011,"February",6.4
"1917","Cedar",2011,"March",5.8
"1918","Cedar",2011,"April",4.9
"1919","Cedar",2011,"May",4.8
"1920","Cedar",2011,"June",5.3
"1921","Cedar",2011,"July",5.1
"1922","Cedar",2011,"August",5.3
"1923","Cedar",2011,"September",4.8
"1924","Cedar",2011,"October",4.5
"1925","Cedar",2011,"November",4.5
"1926","Cedar",2011,"December",5.1
"1927","Cedar",2012,"January",5.7
"1928","Cedar",2012,"February",5.5
"1929","Cedar",2012,"March",5.1
"1930","Cedar",2012,"April",4.3
"1931","Cedar",2012,"May",4.1
"1932","Cedar",2012,"June",4.3
"1933","Cedar",2012,"July",4.6
"1934","Cedar",2012,"August",4.5
"1935","Cedar",2012,"September",4
"1936","Cedar",2012,"October",3.9
"1937","Cedar",2012,"November",4.1
"1938","Cedar",2012,"December",4.6
"1939","Cedar",2013,"January",5.4
"1940","Cedar",2013,"February",5.1
"1941","Cedar",2013,"March",4.8
"1942","Cedar",2013,"April",4.3
"1943","Cedar",2013,"May",4.2
"1944","Cedar",2013,"June",4.4
"1945","Cedar",2013,"July",4.4
"1946","Cedar",2013,"August",4.2
"1947","Cedar",2013,"September",3.9
"1948","Cedar",2013,"October",3.6
"1949","Cedar",2013,"November",3.5
"1950","Cedar",2013,"December",4
"1951","Cedar",2014,"January",4.9
"1952","Cedar",2014,"February",4.5
"1953","Cedar",2014,"March",4.4
"1954","Cedar",2014,"April",3.3
"1955","Cedar",2014,"May",3.6
"1956","Cedar",2014,"June",3.8
"1957","Cedar",2014,"July",4.2
"1958","Cedar",2014,"August",3.8
"1959","Cedar",2014,"September",3.6
"1960","Cedar",2014,"October",3.2
"1961","Cedar",2014,"November",3.1
"1962","Cedar",2014,"December",3.9
"1963","Cedar",2015,"January",4.7
"1964","Cedar",2015,"February",4.2
"1965","Cedar",2015,"March",4.1
"1966","Cedar",2015,"April",3.3
"1967","Cedar",2015,"May",3.2
"1968","Cedar",2015,"June",3.2
"1969","Cedar",2015,"July",3.3
"1970","Cedar",2015,"August",3
"1971","Cedar",2015,"September",2.9
"1972","Cedar",2015,"October",2.7
"1973","Cedar",2015,"November",2.8
"1974","Cedar",2015,"December",3.4
"1975","Cedar",2016,"January",4.5
"1976","Cedar",2016,"February",4.2
"1977","Cedar",2016,"March",3.8
"1978","Cedar",2016,"April",2.9
"1979","Cedar",2016,"May",2.8
"1980","Cedar",2016,"June",3.3
"1981","Cedar",2016,"July",3.3
"1982","Cedar",2016,"August",3.3
"1983","Cedar",2016,"September",2.9
"1984","Cedar",2016,"October",2.5
"1985","Cedar",2016,"November",2.6
"1986","Cedar",2016,"December",3.4
"1987","Cedar",2017,"January",4.5
"1988","Cedar",2017,"February",3.9
"1989","Cedar",2017,"March",3.4
"1990","Cedar",2017,"April",2.6
"1991","Cedar",2017,"May",2.5
"1992","Cedar",2017,"June",2.7
"1993","Cedar",2017,"July",2.8
"1994","Cedar",2017,"August",2.8
"1995","Cedar",2017,"September",2.3
"1996","Cedar",2017,"October",1.9
"1997","Cedar",2017,"November",2.3
"1998","Cedar",2017,"December",2.9
"1999","Cedar",2018,"January",4
"2000","Cedar",2018,"February",3.3
"2001","Cedar",2018,"March",3
"2002","Cedar",2018,"April",2.5
"2003","Cedar",2018,"May",2.1
"2004","Cedar",2018,"June",2.3
"2005","Cedar",2018,"July",2.3
"2006","Cedar",2018,"August",2.3
"2007","Cedar",2018,"September",1.9
"2008","Cedar",2018,"October",1.7
"2009","Cedar",2018,"November",1.7
"2010","Cedar",2018,"December",2.6
"2011","Cedar",2019,"January",3.5
"2012","Cedar",2019,"February",3.1
"2013","Cedar",2019,"March",3.2
"2014","Cedar",2019,"April",2
"2015","Cedar",2019,"May",2.2
"2016","Cedar",2019,"June",2.4
"2017","Cedar",2019,"July",2.6
"2018","Cedar",2019,"August",2.4
"2019","Cedar",2019,"September",1.9
"2020","Cedar",2019,"October",1.9
"2021","Cedar",2019,"November",2.1
"2022","Cedar",2019,"December",2.7
"2023","Cedar",2020,"January",3.6
"2024","Cedar",2020,"February",3.2
"2025","Cedar",2020,"March",3.5
"2026","Cedar",2020,"April",9.1
"2027","Cedar",2020,"May",6.5
"2028","Cedar",2020,"June",5.4
"2029","Cedar",2020,"July",4.8
"2030","Cedar",2020,"August",3.9
"2031","Cedar",2020,"September",3.2
"2032","Cedar",2020,"October",2.7
"2033","Clinton",2007,"October",3.4
"2034","Clinton",2007,"November",3.3
"2035","Clinton",2007,"December",4
"2036","Clinton",2008,"January",4.5
"2037","Clinton",2008,"February",4.1
"2038","Clinton",2008,"March",4.1
"2039","Clinton",2008,"April",3.7
"2040","Clinton",2008,"May",3.8
"2041","Clinton",2008,"June",4.2
"2042","Clinton",2008,"July",4.2
"2043","Clinton",2008,"August",4.2
"2044","Clinton",2008,"September",3.9
"2045","Clinton",2008,"October",3.9
"2046","Clinton",2008,"November",4.2
"2047","Clinton",2008,"December",5.6
"2048","Clinton",2009,"January",7
"2049","Clinton",2009,"February",7.2
"2050","Clinton",2009,"March",7.8
"2051","Clinton",2009,"April",6.9
"2052","Clinton",2009,"May",7.1
"2053","Clinton",2009,"June",8.3
"2054","Clinton",2009,"July",7.6
"2055","Clinton",2009,"August",7.4
"2056","Clinton",2009,"September",6.9
"2057","Clinton",2009,"October",6.8
"2058","Clinton",2009,"November",6.7
"2059","Clinton",2009,"December",7.4
"2060","Clinton",2010,"January",8.6
"2061","Clinton",2010,"February",8.3
"2062","Clinton",2010,"March",8
"2063","Clinton",2010,"April",6.9
"2064","Clinton",2010,"May",6.6
"2065","Clinton",2010,"June",6.9
"2066","Clinton",2010,"July",6.9
"2067","Clinton",2010,"August",6.8
"2068","Clinton",2010,"September",6.7
"2069","Clinton",2010,"October",6.4
"2070","Clinton",2010,"November",6.7
"2071","Clinton",2010,"December",7.2
"2072","Clinton",2011,"January",8
"2073","Clinton",2011,"February",7.4
"2074","Clinton",2011,"March",7
"2075","Clinton",2011,"April",6.1
"2076","Clinton",2011,"May",6.1
"2077","Clinton",2011,"June",6.8
"2078","Clinton",2011,"July",6.6
"2079","Clinton",2011,"August",7
"2080","Clinton",2011,"September",6.4
"2081","Clinton",2011,"October",6.4
"2082","Clinton",2011,"November",6.4
"2083","Clinton",2011,"December",6.8
"2084","Clinton",2012,"January",7.7
"2085","Clinton",2012,"February",7.1
"2086","Clinton",2012,"March",6.6
"2087","Clinton",2012,"April",5.8
"2088","Clinton",2012,"May",6
"2089","Clinton",2012,"June",6.3
"2090","Clinton",2012,"July",6.3
"2091","Clinton",2012,"August",6.1
"2092","Clinton",2012,"September",5.5
"2093","Clinton",2012,"October",5.5
"2094","Clinton",2012,"November",5.3
"2095","Clinton",2012,"December",5.9
"2096","Clinton",2013,"January",7.2
"2097","Clinton",2013,"February",6.7
"2098","Clinton",2013,"March",6.2
"2099","Clinton",2013,"April",5.5
"2100","Clinton",2013,"May",5.4
"2101","Clinton",2013,"June",6
"2102","Clinton",2013,"July",5.8
"2103","Clinton",2013,"August",5.4
"2104","Clinton",2013,"September",5.4
"2105","Clinton",2013,"October",5.1
"2106","Clinton",2013,"November",5.1
"2107","Clinton",2013,"December",5.4
"2108","Clinton",2014,"January",6.5
"2109","Clinton",2014,"February",6.3
"2110","Clinton",2014,"March",5.9
"2111","Clinton",2014,"April",4.7
"2112","Clinton",2014,"May",5.1
"2113","Clinton",2014,"June",5.3
"2114","Clinton",2014,"July",5.3
"2115","Clinton",2014,"August",5.1
"2116","Clinton",2014,"September",4.9
"2117","Clinton",2014,"October",4.4
"2118","Clinton",2014,"November",4.5
"2119","Clinton",2014,"December",5
"2120","Clinton",2015,"January",6
"2121","Clinton",2015,"February",5.5
"2122","Clinton",2015,"March",5.1
"2123","Clinton",2015,"April",4.6
"2124","Clinton",2015,"May",4.9
"2125","Clinton",2015,"June",4.9
"2126","Clinton",2015,"July",5
"2127","Clinton",2015,"August",4.9
"2128","Clinton",2015,"September",4.5
"2129","Clinton",2015,"October",4.4
"2130","Clinton",2015,"November",4.5
"2131","Clinton",2015,"December",5
"2132","Clinton",2016,"January",5.7
"2133","Clinton",2016,"February",5.3
"2134","Clinton",2016,"March",5.1
"2135","Clinton",2016,"April",4.8
"2136","Clinton",2016,"May",4.6
"2137","Clinton",2016,"June",5.1
"2138","Clinton",2016,"July",5.1
"2139","Clinton",2016,"August",5.2
"2140","Clinton",2016,"September",4.6
"2141","Clinton",2016,"October",4.4
"2142","Clinton",2016,"November",4.2
"2143","Clinton",2016,"December",4.7
"2144","Clinton",2017,"January",5.6
"2145","Clinton",2017,"February",4.9
"2146","Clinton",2017,"March",4.6
"2147","Clinton",2017,"April",4
"2148","Clinton",2017,"May",3.9
"2149","Clinton",2017,"June",4.1
"2150","Clinton",2017,"July",4
"2151","Clinton",2017,"August",4
"2152","Clinton",2017,"September",3.4
"2153","Clinton",2017,"October",2.9
"2154","Clinton",2017,"November",3.2
"2155","Clinton",2017,"December",3.8
"2156","Clinton",2018,"January",4.5
"2157","Clinton",2018,"February",4
"2158","Clinton",2018,"March",3.5
"2159","Clinton",2018,"April",2.9
"2160","Clinton",2018,"May",2.8
"2161","Clinton",2018,"June",3.3
"2162","Clinton",2018,"July",3.2
"2163","Clinton",2018,"August",3.2
"2164","Clinton",2018,"September",2.9
"2165","Clinton",2018,"October",2.7
"2166","Clinton",2018,"November",2.8
"2167","Dubuque",2019,"May",2.2
"2168","Dubuque",2019,"June",2.4
"2169","Dubuque",2019,"July",2.6
"2170","Dubuque",2019,"August",2.6
"2171","Dubuque",2019,"September",2.1
"2172","Dubuque",2019,"October",2.1
"2173","Dubuque",2019,"November",2.3
"2174","Dubuque",2019,"December",3.1
"2175","Dubuque",2020,"January",4
"2176","Dubuque",2020,"February",3.5
"2177","Dubuque",2020,"March",3.8
"2178","Dubuque",2020,"April",12.6
"2179","Dubuque",2020,"May",10.3
"2180","Dubuque",2020,"June",7.8
"2181","Dubuque",2020,"July",6.4
"2182","Dubuque",2020,"August",5.1
"2183","Dubuque",2020,"September",4.6
"2184","Dubuque",2020,"October",3.7
"2185","Dubuque",2020,"November",4
"2186","Dubuque",2020,"December",4.3
"2187","Dubuque",2021,"January",5.2
"2188","Dubuque",2021,"February",5.4
"2189","Dubuque",2021,"March",4.8
"2190","Dubuque",2021,"April",4.1
"2191","Dubuque",2021,"May",4.1
"2192","Dubuque",2021,"June",4.6
"2193","Emmet",2000,"January",4.7
"2194","Emmet",2000,"February",4.1
"2195","Emmet",2000,"March",3.4
"2196","Emmet",2000,"April",2.6
"2197","Emmet",2000,"May",2
"2198","Emmet",2000,"June",3
"2199","Emmet",2000,"July",2.7
"2200","Emmet",2000,"August",2.6
"2201","Emmet",2000,"September",2.2
"2202","Emmet",2000,"October",1.9
"2203","Emmet",2000,"November",2.6
"2204","Emmet",2000,"December",3.1
"2205","Emmet",2001,"January",4.9
"2206","Emmet",2001,"February",4
"2207","Emmet",2001,"March",4.4
"2208","Emmet",2001,"April",3.7
"2209","Emmet",2001,"May",2.6
"2210","Emmet",2001,"June",4
"2211","Emmet",2001,"July",4.8
"2212","Emmet",2001,"August",4.3
"2213","Emmet",2001,"September",3.1
"2214","Emmet",2001,"October",2.6
"2215","Emmet",2001,"November",3.4
"2216","Emmet",2001,"December",4.3
"2217","Emmet",2002,"January",5.9
"2218","Emmet",2002,"February",5.3
"2219","Emmet",2002,"March",5
"2220","Emmet",2002,"April",3.8
"2221","Emmet",2002,"May",4.1
"2222","Emmet",2002,"June",4.7
"2223","Emmet",2002,"July",4.6
"2224","Emmet",2002,"August",4.2
"2225","Emmet",2002,"September",3.8
"2226","Emmet",2002,"October",3.8
"2227","Emmet",2002,"November",4
"2228","Emmet",2002,"December",4.6
"2229","Emmet",2003,"January",5.9
"2230","Emmet",2003,"February",5.4
"2231","Emmet",2003,"March",5.2
"2232","Emmet",2003,"April",5.6
"2233","Emmet",2003,"May",4.9
"2234","Emmet",2003,"June",6.3
"2235","Emmet",2003,"July",6.6
"2236","Emmet",2003,"August",4.9
"2237","Emmet",2003,"September",5.2
"2238","Emmet",2003,"October",4
"2239","Emmet",2003,"November",4.5
"2240","Emmet",2003,"December",5.1
"2241","Emmet",2004,"January",6.9
"2242","Emmet",2004,"February",5.7
"2243","Emmet",2004,"March",5.3
"2244","Emmet",2004,"April",3.9
"2245","Emmet",2004,"May",3.8
"2246","Emmet",2004,"June",4.2
"2247","Emmet",2004,"July",4.2
"2248","Emmet",2004,"August",4.3
"2249","Emmet",2004,"September",3.9
"2250","Emmet",2004,"October",3.8
"2251","Emmet",2004,"November",3.9
"2252","Emmet",2004,"December",4.3
"2253","Emmet",2005,"January",6.6
"2254","Emmet",2005,"February",5.2
"2255","Emmet",2005,"March",4.9
"2256","Emmet",2005,"April",4.1
"2257","Emmet",2005,"May",4
"2258","Emmet",2005,"June",4.2
"2259","Emmet",2005,"July",3.6
"2260","Emmet",2005,"August",3.8
"2261","Emmet",2005,"September",3.6
"2262","Emmet",2005,"October",3.5
"2263","Emmet",2005,"November",4.4
"2264","Emmet",2005,"December",5.3
"2265","Emmet",2006,"January",6.6
"2266","Emmet",2006,"February",4.7
"2267","Emmet",2006,"March",4.4
"2268","Emmet",2006,"April",3.7
"2269","Emmet",2006,"May",3.2
"2270","Emmet",2006,"June",4
"2271","Emmet",2006,"July",4
"2272","Emmet",2006,"August",3.7
"2273","Emmet",2006,"September",3.5
"2274","Emmet",2006,"October",3.2
"2275","Emmet",2006,"November",3.6
"2276","Emmet",2006,"December",3.7
"2277","Emmet",2007,"January",5.7
"2278","Emmet",2007,"February",4.1
"2279","Emmet",2007,"March",3.7
"2280","Emmet",2007,"April",3.5
"2281","Emmet",2007,"May",3.3
"2282","Emmet",2007,"June",3.8
"2283","Emmet",2007,"July",3.7
"2284","Emmet",2007,"August",3.2
"2285","Emmet",2007,"September",3.3
"2286","Emmet",2007,"October",2.9
"2287","Emmet",2007,"November",3
"2288","Emmet",2007,"December",4.2
"2289","Emmet",2008,"January",4.7
"2290","Emmet",2008,"February",4.3
"2291","Emmet",2008,"March",4.1
"2292","Emmet",2008,"April",3.2
"2293","Emmet",2008,"May",3.3
"2294","Emmet",2008,"June",3.8
"2295","Emmet",2008,"July",3.5
"2296","Emmet",2008,"August",3.7
"2297","Emmet",2008,"September",3.8
"2298","Emmet",2008,"October",3.4
"2299","Emmet",2008,"November",4.2
"2300","Emmet",2008,"December",5.3
"2301","Emmet",2009,"January",8.2
"2302","Emmet",2009,"February",8.2
"2303","Emmet",2009,"March",8.9
"2304","Emmet",2009,"April",7.9
"2305","Dubuque",2019,"April",2.3
"2306","Buchanan",2002,"June",4
"2307","Buchanan",2002,"July",4
"2308","Buchanan",2002,"August",3.7
"2309","Buchanan",2002,"September",3.7
"2310","Buchanan",2002,"October",3.6
"2311","Buchanan",2002,"November",4
"2312","Buchanan",2002,"December",4.8
"2313","Buchanan",2003,"January",6.2
"2314","Buchanan",2003,"February",5.7
"2315","Buchanan",2003,"March",5.8
"2316","Buchanan",2003,"April",4.4
"2317","Buchanan",2003,"May",3.8
"2318","Buchanan",2003,"June",4.1
"2319","Buchanan",2003,"July",3.7
"2320","Buchanan",2003,"August",3.9
"2321","Buchanan",2003,"September",3.7
"2322","Buchanan",2003,"October",4
"2323","Buchanan",2003,"November",4.1
"2324","Buchanan",2003,"December",4.5
"2325","Buchanan",2004,"January",5.9
"2326","Buchanan",2004,"February",5.6
"2327","Buchanan",2004,"March",5.7
"2328","Buchanan",2004,"April",3.9
"2329","Buchanan",2004,"May",3.8
"2330","Buchanan",2004,"June",4.4
"2331","Buchanan",2004,"July",4.1
"2332","Buchanan",2004,"August",4.2
"2333","Buchanan",2004,"September",4.1
"2334","Buchanan",2004,"October",3.9
"2335","Buchanan",2004,"November",4.4
"2336","Buchanan",2004,"December",4.9
"2337","Buchanan",2005,"January",6.4
"2338","Buchanan",2005,"February",6
"2339","Buchanan",2005,"March",5.7
"2340","Buchanan",2005,"April",4.3
"2341","Buchanan",2005,"May",4.2
"2342","Buchanan",2005,"June",4.4
"2343","Buchanan",2005,"July",3.9
"2344","Buchanan",2005,"August",4.1
"2345","Buchanan",2005,"September",3.9
"2346","Buchanan",2005,"October",3.5
"2347","Buchanan",2005,"November",3.9
"2348","Buchanan",2005,"December",4.8
"2349","Buchanan",2006,"January",5.2
"2350","Buchanan",2006,"February",5
"2351","Buchanan",2006,"March",4.4
"2352","Buchanan",2006,"April",4.3
"2353","Buchanan",2006,"May",3.8
"2354","Buchanan",2006,"June",4
"2355","Buchanan",2006,"July",3.9
"2356","Buchanan",2006,"August",4
"2357","Buchanan",2006,"September",4.2
"2358","Buchanan",2006,"October",3.5
"2359","Buchanan",2006,"November",3.7
"2360","Buchanan",2006,"December",4.7
"2361","Buchanan",2007,"January",5.7
"2362","Buchanan",2007,"February",5.7
"2363","Buchanan",2007,"March",5
"2364","Buchanan",2007,"April",4
"2365","Buchanan",2007,"May",3.6
"2366","Buchanan",2007,"June",4.3
"2367","Buchanan",2007,"July",3.7
"2368","Buchanan",2007,"August",3.7
"2369","Buchanan",2007,"September",3.5
"2370","Buchanan",2007,"October",3.3
"2371","Buchanan",2007,"November",3.3
"2372","Buchanan",2007,"December",4.4
"2373","Buchanan",2008,"January",5.3
"2374","Buchanan",2008,"February",4.9
"2375","Buchanan",2008,"March",4.9
"2376","Buchanan",2008,"April",3.7
"2377","Buchanan",2008,"May",3.3
"2378","Buchanan",2008,"June",3.8
"2379","Buchanan",2008,"July",3.5
"2380","Buchanan",2008,"August",3.7
"2381","Buchanan",2008,"September",3.6
"2382","Buchanan",2008,"October",3.4
"2383","Buchanan",2008,"November",3.6
"2384","Buchanan",2008,"December",4.9
"2385","Buchanan",2009,"January",6.8
"2386","Buchanan",2009,"February",7.1
"2387","Buchanan",2009,"March",7.7
"2388","Buchanan",2009,"April",6
"2389","Buchanan",2009,"May",6
"2390","Buchanan",2009,"June",6.4
"2391","Buchanan",2009,"July",6.7
"2392","Buchanan",2009,"August",6.1
"2393","Buchanan",2009,"September",5.7
"2394","Buchanan",2009,"October",8.5
"2395","Buchanan",2009,"November",5.6
"2396","Buchanan",2009,"December",6.8
"2397","Buchanan",2010,"January",7.9
"2398","Buchanan",2010,"February",7.6
"2399","Buchanan",2010,"March",7.4
"2400","Buchanan",2010,"April",5.7
"2401","Buchanan",2010,"May",5.2
"2402","Buchanan",2010,"June",5.4
"2403","Buchanan",2010,"July",5.4
"2404","Buchanan",2010,"August",5.7
"2405","Buchanan",2010,"September",5.4
"2406","Buchanan",2010,"October",5.1
"2407","Buchanan",2010,"November",5.7
"2408","Buchanan",2010,"December",6.4
"2409","Buchanan",2011,"January",7.6
"2410","Buchanan",2011,"February",7.5
"2411","Buchanan",2011,"March",6.9
"2412","Buchanan",2011,"April",5.5
"2413","Buchanan",2011,"May",5.3
"2414","Buchanan",2011,"June",5.6
"2415","Buchanan",2011,"July",5.1
"2416","Buchanan",2011,"August",5.2
"2417","Buchanan",2011,"September",5.2
"2418","Buchanan",2011,"October",5
"2419","Buchanan",2011,"November",4.8
"2420","Buchanan",2011,"December",5.4
"2421","Buchanan",2012,"January",6.2
"2422","Buchanan",2012,"February",6.2
"2423","Buchanan",2012,"March",5.7
"2424","Buchanan",2012,"April",4.4
"2425","Buchanan",2012,"May",4.3
"2426","Buchanan",2012,"June",4.5
"2427","Buchanan",2012,"July",4.6
"2428","Buchanan",2012,"August",4.6
"2429","Buchanan",2012,"September",4.1
"2430","Buchanan",2012,"October",4
"2431","Buchanan",2012,"November",4.3
"2432","Buchanan",2012,"December",5.1
"2433","Buchanan",2013,"January",6.3
"2434","Buchanan",2013,"February",5.8
"2435","Buchanan",2013,"March",5.6
"2436","Buchanan",2013,"April",4.9
"2437","Buchanan",2013,"May",4.3
"2438","Buchanan",2013,"June",4.5
"2439","Buchanan",2013,"July",4.4
"2440","Clinton",2018,"December",3.6
"2441","Clinton",2019,"January",4.5
"2442","Clinton",2019,"February",3.9
"2443","Clinton",2019,"March",3.9
"2444","Clinton",2019,"April",3.2
"2445","Clinton",2019,"May",3.2
"2446","Clinton",2019,"June",3.7
"2447","Clinton",2019,"July",3.7
"2448","Clinton",2019,"August",4.1
"2449","Clinton",2019,"September",3.7
"2450","Clinton",2019,"October",3.7
"2451","Clinton",2019,"November",3.7
"2452","Clinton",2019,"December",4.1
"2453","Clinton",2020,"January",4.8
"2454","Clinton",2020,"February",4.2
"2455","Clinton",2020,"March",4.4
"2456","Clinton",2020,"April",13.7
"2457","Clinton",2020,"May",10.5
"2458","Clinton",2020,"June",8.9
"2459","Clinton",2020,"July",7.6
"2460","Clinton",2020,"August",6.5
"2461","Clinton",2020,"September",5.8
"2462","Clinton",2020,"October",4.5
"2463","Clinton",2020,"November",4.8
"2464","Clinton",2020,"December",5
"2465","Clinton",2021,"January",5.9
"2466","Clinton",2021,"February",6.2
"2467","Clinton",2021,"March",5.6
"2468","Clinton",2021,"April",5
"2469","Clinton",2021,"May",5.4
"2470","Clinton",2021,"June",5.8
"2471","Crawford",2000,"January",3.5
"2472","Crawford",2000,"February",3.2
"2473","Crawford",2000,"March",2.9
"2474","Crawford",2000,"April",2.3
"2475","Crawford",2000,"May",2.1
"2476","Crawford",2000,"June",2.2
"2477","Crawford",2000,"July",2
"2478","Crawford",2000,"August",2.3
"2479","Crawford",2000,"September",2.1
"2480","Crawford",2000,"October",2
"2481","Crawford",2000,"November",2.5
"2482","Crawford",2000,"December",3
"2483","Crawford",2001,"January",3.7
"2484","Crawford",2001,"February",3.4
"2485","Crawford",2001,"March",3.5
"2486","Crawford",2001,"April",3
"2487","Crawford",2001,"May",2.5
"2488","Crawford",2001,"June",2.9
"2489","Crawford",2001,"July",2.7
"2490","Crawford",2001,"August",2.8
"2491","Crawford",2001,"September",2.5
"2492","Crawford",2001,"October",2.8
"2493","Crawford",2001,"November",3.4
"2494","Crawford",2001,"December",4
"2495","Crawford",2002,"January",4.8
"2496","Crawford",2002,"February",4.5
"2497","Crawford",2002,"March",4.3
"2498","Crawford",2002,"April",3.8
"2499","Crawford",2002,"May",3.3
"2500","Crawford",2002,"June",3.8
"2501","Crawford",2002,"July",3.5
"2502","Crawford",2002,"August",3.5
"2503","Crawford",2002,"September",3.7
"2504","Crawford",2002,"October",3.2
"2505","Crawford",2002,"November",3.5
"2506","Crawford",2002,"December",3.9
"2507","Crawford",2003,"January",4.8
"2508","Crawford",2003,"February",4.4
"2509","Crawford",2003,"March",4.4
"2510","Crawford",2003,"April",3.8
"2511","Crawford",2003,"May",3.5
"2512","Crawford",2003,"June",4
"2513","Crawford",2003,"July",3.7
"2514","Crawford",2003,"August",3.7
"2515","Crawford",2003,"September",3.5
"2516","Crawford",2003,"October",3.1
"2517","Crawford",2003,"November",3.1
"2518","Crawford",2003,"December",3.9
"2519","Crawford",2004,"January",4.4
"2520","Crawford",2004,"February",4.1
"2521","Crawford",2004,"March",4.2
"2522","Crawford",2004,"April",3.3
"2523","Crawford",2004,"May",3.4
"2524","Crawford",2004,"June",3.9
"2525","Crawford",2004,"July",3.6
"2526","Crawford",2004,"August",3.6
"2527","Crawford",2004,"September",3.4
"2528","Crawford",2004,"October",3.1
"2529","Crawford",2004,"November",3.3
"2530","Crawford",2004,"December",3.9
"2531","Crawford",2005,"January",6.5
"2532","Crawford",2005,"February",5
"2533","Crawford",2005,"March",4.5
"2534","Crawford",2005,"April",3.6
"2535","Crawford",2005,"May",3.5
"2536","Crawford",2005,"June",3.7
"2537","Crawford",2005,"July",3.3
"2538","Crawford",2005,"August",3.1
"2539","Crawford",2005,"September",3.3
"2540","Crawford",2005,"October",2.9
"2541","Crawford",2005,"November",3.2
"2542","Crawford",2005,"December",3.8
"2543","Crawford",2006,"January",3.9
"2544","Crawford",2006,"February",3.9
"2545","Crawford",2006,"March",3.4
"2546","Crawford",2006,"April",2.8
"2547","Crawford",2006,"May",2.6
"2548","Crawford",2006,"June",3.1
"2549","Crawford",2006,"July",3
"2550","Crawford",2006,"August",2.9
"2551","Crawford",2006,"September",2.7
"2552","Crawford",2006,"October",2.5
"2553","Crawford",2006,"November",2.6
"2554","Crawford",2006,"December",3
"2555","Crawford",2007,"January",3.8
"2556","Crawford",2007,"February",3.7
"2557","Crawford",2007,"March",3.6
"2558","Crawford",2007,"April",3.2
"2559","Crawford",2007,"May",3.1
"2560","Crawford",2007,"June",3.3
"2561","Crawford",2007,"July",3.3
"2562","Crawford",2007,"August",3.4
"2563","Crawford",2007,"September",3.3
"2564","Crawford",2007,"October",2.9
"2565","Crawford",2007,"November",2.7
"2566","Crawford",2007,"December",3.4
"2567","Crawford",2008,"January",3.8
"2568","Crawford",2008,"February",3.6
"2569","Crawford",2008,"March",3.3
"2570","Crawford",2008,"April",2.6
"2571","Crawford",2008,"May",2.8
"2572","Crawford",2008,"June",3.3
"2573","Crawford",2008,"July",3.4
"2574","Crawford",2008,"August",3.3
"2575","Crawford",2008,"September",3
"2576","Crawford",2008,"October",2.9
"2577","Crawford",2008,"November",3.2
"2578","Emmet",2009,"May",7.8
"2579","Emmet",2009,"June",8.3
"2580","Emmet",2009,"July",9.3
"2581","Emmet",2009,"August",9.1
"2582","Emmet",2009,"September",7.8
"2583","Emmet",2009,"October",7.7
"2584","Emmet",2009,"November",7.8
"2585","Emmet",2009,"December",8.4
"2586","Emmet",2010,"January",9.4
"2587","Emmet",2010,"February",9
"2588","Emmet",2010,"March",8.3
"2589","Emmet",2010,"April",7
"2590","Emmet",2010,"May",6.4
"2591","Emmet",2010,"June",6.7
"2592","Emmet",2010,"July",7.2
"2593","Emmet",2010,"August",6.9
"2594","Emmet",2010,"September",6.5
"2595","Emmet",2010,"October",6
"2596","Emmet",2010,"November",6.3
"2597","Emmet",2010,"December",6.4
"2598","Emmet",2011,"January",7.1
"2599","Emmet",2011,"February",6.3
"2600","Emmet",2011,"March",5.8
"2601","Emmet",2011,"April",5.2
"2602","Emmet",2011,"May",5.6
"2603","Emmet",2011,"June",6
"2604","Emmet",2011,"July",5.8
"2605","Emmet",2011,"August",5.7
"2606","Emmet",2011,"September",5.4
"2607","Emmet",2011,"October",5.3
"2608","Emmet",2011,"November",4.9
"2609","Emmet",2011,"December",5.3
"2610","Emmet",2012,"January",5.5
