"","name","year","month","unemprate"
"23552","Sac",2015,"June",3.3
"23553","Sac",2015,"July",3.3
"23554","Sac",2015,"August",3.4
"23555","Sac",2015,"September",2.8
"23556","Sac",2015,"October",2.7
"23557","Sac",2015,"November",2.5
"23558","Sac",2015,"December",3.3
"23559","Sac",2016,"January",4.4
"23560","Sac",2016,"February",4
"23561","Sac",2016,"March",3.5
"23562","Sac",2016,"April",2.7
"23563","Sac",2016,"May",2.4
"23564","Sac",2016,"June",2.9
"23565","Sac",2016,"July",2.9
"23566","Sac",2016,"August",2.6
"23567","Sac",2016,"September",2.5
"23568","Sac",2016,"October",2.4
"23569","Sac",2016,"November",2.3
"23570","Sac",2016,"December",3
"23571","Sac",2017,"January",4.6
"23572","Sac",2017,"February",4.2
"23573","Sac",2017,"March",3.9
"23574","Sac",2017,"April",2.6
"23575","Sac",2017,"May",2.4
"23576","Sac",2017,"June",2.4
"23577","Sac",2017,"July",2.5
"23578","Sac",2017,"August",2.6
"23579","Sac",2017,"September",2.4
"23580","Sac",2017,"October",2
"23581","Sac",2017,"November",2
"23582","Sac",2017,"December",2.3
"23583","Sac",2018,"January",4
"23584","Sac",2018,"February",3.7
"23585","Sac",2018,"March",3.3
"23586","Sac",2018,"April",2.6
"23587","Sac",2018,"May",2.1
"23588","Sac",2018,"June",2.3
"23589","Sac",2018,"July",2.2
"23590","Sac",2018,"August",2
"23591","Taylor",2004,"December",4.1
"23592","Taylor",2005,"January",4.3
"23593","Taylor",2005,"February",4.2
"23594","Taylor",2005,"March",4.3
"23595","Taylor",2005,"April",3.8
"23596","Taylor",2005,"May",3.7
"23597","Taylor",2005,"June",4
"23598","Taylor",2005,"July",3.6
"23599","Taylor",2005,"August",3.4
"23600","Taylor",2005,"September",3.6
"23601","Taylor",2005,"October",3.4
"23602","Taylor",2005,"November",4.1
"23603","Taylor",2005,"December",3.6
"23604","Taylor",2006,"January",3.6
"23605","Taylor",2006,"February",3.6
"23606","Taylor",2006,"March",3.4
"23607","Taylor",2006,"April",3.4
"23608","Taylor",2006,"May",3
"23609","Taylor",2006,"June",3.6
"23610","Taylor",2006,"July",4
"23611","Taylor",2006,"August",4.9
"23612","Taylor",2006,"September",4.2
"23613","Taylor",2006,"October",4
"23614","Taylor",2006,"November",4.2
"23615","Taylor",2006,"December",4.6
"23616","Taylor",2007,"January",4.8
"23617","Taylor",2007,"February",4.5
"23618","Taylor",2007,"March",4.4
"23619","Taylor",2007,"April",4.1
"23620","Taylor",2007,"May",4
"23621","Taylor",2007,"June",4.3
"23622","Taylor",2007,"July",4
"23623","Taylor",2007,"August",4
"23624","Taylor",2007,"September",3.9
"23625","Taylor",2007,"October",3.3
"23626","Taylor",2007,"November",3.5
"23627","Taylor",2007,"December",3.9
"23628","Taylor",2008,"January",4.1
"23629","Taylor",2008,"February",3.9
"23630","Taylor",2008,"March",3.8
"23631","Taylor",2008,"April",3.3
"23632","Taylor",2008,"May",3.6
"23633","Taylor",2008,"June",4.3
"23634","Taylor",2008,"July",4.4
"23635","Taylor",2008,"August",4.3
"23636","Taylor",2008,"September",3.9
"23637","Taylor",2008,"October",3.6
"23638","Taylor",2008,"November",3.9
"23639","Taylor",2008,"December",4.7
"23640","Taylor",2009,"January",6.6
"23641","Taylor",2009,"February",7.3
"23642","Taylor",2009,"March",7.3
"23643","Taylor",2009,"April",8.3
"23644","Taylor",2009,"May",7
"23645","Taylor",2009,"June",7
"23646","Taylor",2009,"July",6.5
"23647","Taylor",2009,"August",6.8
"23648","Taylor",2009,"September",6.3
"23649","Taylor",2009,"October",5.9
"23650","Taylor",2009,"November",6.4
"23651","Taylor",2009,"December",7
"23652","Taylor",2010,"January",7.4
"23653","Taylor",2010,"February",7.1
"23654","Taylor",2010,"March",6.3
"23655","Taylor",2010,"April",5.7
"23656","Taylor",2010,"May",5.6
"23657","Taylor",2010,"June",5.7
"23658","Taylor",2010,"July",5.5
"23659","Taylor",2010,"August",5.5
"23660","Taylor",2010,"September",5.1
"23661","Taylor",2010,"October",4.7
"23662","Taylor",2010,"November",4.8
"23663","Taylor",2010,"December",5
"23664","Taylor",2011,"January",5.8
"23665","Taylor",2011,"February",5.6
"23666","Taylor",2011,"March",5.1
"23667","Taylor",2011,"April",4.5
"23668","Taylor",2011,"May",4.3
"23669","Taylor",2011,"June",5
"23670","Taylor",2011,"July",4.8
"23671","Taylor",2011,"August",4.7
"23672","Taylor",2011,"September",4.8
"23673","Taylor",2011,"October",4.5
"23674","Taylor",2011,"November",4.3
"23675","Taylor",2011,"December",4.8
"23676","Taylor",2012,"January",4.9
"23677","Taylor",2012,"February",4.6
"23678","Taylor",2012,"March",4.4
"23679","Taylor",2012,"April",3.6
"23680","Taylor",2012,"May",3.6
"23681","Taylor",2012,"June",4.3
"23682","Taylor",2012,"July",4.4
"23683","Taylor",2012,"August",4.2
"23684","Taylor",2012,"September",3.6
"23685","Taylor",2012,"October",3.9
"23686","Taylor",2012,"November",3.7
"23687","Taylor",2012,"December",4.2
"23688","Taylor",2013,"January",4.4
"23689","Taylor",2013,"February",4
"23690","Taylor",2013,"March",4
"23691","Taylor",2013,"April",3.4
"23692","Taylor",2013,"May",3.6
"23693","Taylor",2013,"June",3.9
"23694","Taylor",2013,"July",3.9
"23695","Taylor",2013,"August",4.1
"23696","Taylor",2013,"September",3.7
"23697","Taylor",2013,"October",3.7
"23698","Taylor",2013,"November",3.6
"23699","Taylor",2013,"December",3.8
"23700","Taylor",2014,"January",4.3
"23701","Taylor",2014,"February",4.3
"23702","Taylor",2014,"March",4.2
"23703","Taylor",2014,"April",3.4
"23704","Taylor",2014,"May",3.7
"23705","Taylor",2014,"June",3.8
"23706","Taylor",2014,"July",4
"23707","Taylor",2014,"August",3.9
"23708","Taylor",2014,"September",3.5
"23709","Taylor",2014,"October",3.1
"23710","Taylor",2014,"November",2.9
"23711","Taylor",2014,"December",3.1
"23712","Taylor",2015,"January",3.6
"23713","Taylor",2015,"February",3.3
"23714","Taylor",2015,"March",3.3
"23715","Taylor",2015,"April",2.9
"23716","Taylor",2015,"May",3.1
"23717","Taylor",2015,"June",3.4
"23718","Taylor",2015,"July",3.4
"23719","Taylor",2015,"August",3
"23720","Taylor",2015,"September",2.9
"23721","Taylor",2015,"October",2.8
"23722","Taylor",2015,"November",2.9
"23723","Taylor",2015,"December",3.1
"23724","Taylor",2016,"January",3.7
"23725","Taylor",2016,"February",3.4
"23726","Taylor",2016,"March",3.1
"23727","Taylor",2016,"April",3
"23728","Taylor",2016,"May",2.8
"23729","Page",2006,"July",4.2
"23730","Page",2006,"August",3.8
"23731","Page",2006,"September",3.7
"23732","Page",2006,"October",3.4
"23733","Page",2006,"November",3.6
"23734","Page",2006,"December",3.8
"23735","Page",2007,"January",4.2
"23736","Page",2007,"February",4.2
"23737","Page",2007,"March",3.8
"23738","Page",2007,"April",4.7
"23739","Page",2007,"May",4.7
"23740","Page",2007,"June",5
"23741","Page",2007,"July",5.1
"23742","Page",2007,"August",4.8
"23743","Page",2007,"September",4.5
"23744","Page",2007,"October",4.4
"23745","Page",2007,"November",4.9
"23746","Page",2007,"December",5
"23747","Page",2008,"January",4.9
"23748","Page",2008,"February",4.5
"23749","Page",2008,"March",4.4
"23750","Page",2008,"April",3.9
"23751","Page",2008,"May",4.2
"23752","Page",2008,"June",4.5
"23753","Page",2008,"July",4.9
"23754","Page",2008,"August",5
"23755","Page",2008,"September",5.1
"23756","Page",2008,"October",4.6
"23757","Page",2008,"November",4.9
"23758","Page",2008,"December",6.2
"23759","Page",2009,"January",8.4
"23760","Page",2009,"February",8.8
"23761","Page",2009,"March",9.2
"23762","Page",2009,"April",10.8
"23763","Page",2009,"May",9.2
"23764","Page",2009,"June",9
"23765","Page",2009,"July",8.1
"23766","Page",2009,"August",8.4
"23767","Page",2009,"September",7.9
"23768","Page",2009,"October",7.6
"23769","Page",2009,"November",7.4
"23770","Page",2009,"December",8
"23771","Page",2010,"January",8.4
"23772","Page",2010,"February",7.8
"23773","Page",2010,"March",7.4
"23774","Page",2010,"April",6.6
"23775","Page",2010,"May",6.4
"23776","Page",2010,"June",6.9
"23777","Page",2010,"July",6.9
"23778","Page",2010,"August",6.9
"23779","Page",2010,"September",6.5
"23780","Page",2010,"October",6.2
"23781","Page",2010,"November",6.5
"23782","Page",2010,"December",6.6
"23783","Page",2011,"January",7.1
"23784","Page",2011,"February",6.3
"23785","Page",2011,"March",6.1
"23786","Page",2011,"April",5.5
"23787","Page",2011,"May",5.6
"23788","Page",2011,"June",6
"23789","Page",2011,"July",5.8
"23790","Page",2011,"August",6.1
"23791","Page",2011,"September",5.7
"23792","Page",2011,"October",5.1
"23793","Page",2011,"November",5
"23794","Page",2011,"December",5.5
"23795","Page",2012,"January",5.6
"23796","Page",2012,"February",5.4
"23797","Page",2012,"March",5.4
"23798","Page",2012,"April",5
"23799","Page",2012,"May",4.9
"23800","Page",2012,"June",5.2
"23801","Page",2012,"July",5.6
"23802","Page",2012,"August",5.6
"23803","Page",2012,"September",5.5
"23804","Page",2012,"October",5.5
"23805","Page",2012,"November",5.5
"23806","Page",2012,"December",6
"23807","Page",2013,"January",6.6
"23808","Page",2013,"February",5.9
"23809","Page",2013,"March",5.5
"23810","Page",2013,"April",5
"23811","Page",2013,"May",5.2
"23812","Page",2013,"June",5.5
"23813","Page",2013,"July",5.2
"23814","Page",2013,"August",5.1
"23815","Page",2013,"September",4.8
"23816","Page",2013,"October",4.6
"23817","Page",2013,"November",5
"23818","Page",2013,"December",5.1
"23819","Page",2014,"January",5.4
"23820","Page",2014,"February",5.3
"23821","Page",2014,"March",5.2
"23822","Page",2014,"April",4.2
"23823","Page",2014,"May",4.3
"23824","Page",2014,"June",4.4
"23825","Page",2014,"July",4.4
"23826","Page",2014,"August",4.5
"23827","Page",2014,"September",4
"23828","Page",2014,"October",3.8
"23829","Page",2014,"November",3.6
"23830","Page",2014,"December",4
"23831","Page",2015,"January",4.5
"23832","Page",2015,"February",4.2
"23833","Page",2015,"March",4
"23834","Page",2015,"April",3.7
"23835","Page",2015,"May",3.8
"23836","Page",2015,"June",3.8
"23837","Page",2015,"July",4.2
"23838","Page",2015,"August",4
"23839","Page",2015,"September",3.9
"23840","Page",2015,"October",3.8
"23841","Page",2015,"November",4.9
"23842","Page",2015,"December",4.4
"23843","Page",2016,"January",5.3
"23844","Page",2016,"February",5
"23845","Page",2016,"March",4.9
"23846","Page",2016,"April",4.6
"23847","Page",2016,"May",4.5
"23848","Page",2016,"June",4.8
"23849","Page",2016,"July",4.9
"23850","Page",2016,"August",5.4
"23851","Page",2016,"September",4.7
"23852","Page",2016,"October",4.7
"23853","Page",2016,"November",5.3
"23854","Page",2016,"December",5.6
"23855","Page",2017,"January",5.7
"23856","Page",2017,"February",4.8
"23857","Page",2017,"March",4.5
"23858","Page",2017,"April",4.2
"23859","Page",2017,"May",4
"23860","Page",2017,"June",3.8
"23861","Page",2017,"July",3.7
"23862","Page",2017,"August",3.7
"23863","Page",2017,"September",3.1
"23864","Page",2017,"October",2.9
"23865","Page",2017,"November",2.9
"23866","Page",2017,"December",3.1
"23867","Winnebago",2004,"March",3.7
"23868","Winnebago",2004,"April",3
"23869","Winnebago",2004,"May",3.4
"23870","Winnebago",2004,"June",4
"23871","Winnebago",2004,"July",3.4
"23872","Winnebago",2004,"August",3.2
"23873","Winnebago",2004,"September",3.5
"23874","Winnebago",2004,"October",3.3
"23875","Winnebago",2004,"November",3.6
"23876","Winnebago",2004,"December",3.6
"23877","Winnebago",2005,"January",3.9
"23878","Winnebago",2005,"February",3.9
"23879","Winnebago",2005,"March",3.8
"23880","Winnebago",2005,"April",3.3
"23881","Winnebago",2005,"May",3.4
"23882","Washington",2000,"March",2.6
"23883","Washington",2000,"April",2.3
"23884","Washington",2000,"May",2.1
"23885","Washington",2000,"June",1.7
"23886","Washington",2000,"July",1.6
"23887","Washington",2000,"August",2
"23888","Washington",2000,"September",1.9
"23889","Washington",2000,"October",1.7
"23890","Washington",2000,"November",1.8
"23891","Washington",2000,"December",2.4
"23892","Washington",2001,"January",4
"23893","Washington",2001,"February",3.7
"23894","Washington",2001,"March",3.4
"23895","Washington",2001,"April",2.7
"23896","Washington",2001,"May",2.2
"23897","Washington",2001,"June",2.8
"23898","Washington",2001,"July",2.3
"23899","Wayne",2000,"May",2.7
"23900","Wayne",2000,"June",2.6
"23901","Wayne",2000,"July",2.6
"23902","Wayne",2000,"August",2.9
"23903","Wayne",2000,"September",2.9
"23904","Wayne",2000,"October",2.5
"23905","Wayne",2000,"November",2.8
"23906","Wayne",2000,"December",3.9
"23907","Wayne",2001,"January",4.6
"23908","Wayne",2001,"February",3.8
"23909","Wayne",2001,"March",3.6
"23910","Wayne",2001,"April",3.4
"23911","Wayne",2001,"May",2.7
"23912","Wayne",2001,"June",3
"23913","Wayne",2001,"July",2.7
"23914","Wayne",2001,"August",3.2
"23915","Wayne",2001,"September",3.1
"23916","Wayne",2001,"October",3
"23917","Wayne",2001,"November",4
"23918","Winnebago",2005,"June",4.1
"23919","Winnebago",2005,"July",10.8
"23920","Winnebago",2005,"August",3.5
"23921","Winnebago",2005,"September",4.4
"23922","Winnebago",2005,"October",4.5
"23923","Winnebago",2005,"November",4.5
"23924","Winnebago",2005,"December",4.4
"23925","Winnebago",2006,"January",4.1
"23926","Winnebago",2006,"February",4.2
"23927","Winnebago",2006,"March",3.7
"23928","Winnebago",2006,"April",3.3
"23929","Winnebago",2006,"May",3.3
"23930","Washington",2001,"August",2.4
"23931","Washington",2001,"September",2.2
"23932","Washington",2001,"October",2.1
"23933","Washington",2001,"November",2.7
"23934","Washington",2001,"December",2.9
"23935","Washington",2002,"January",4.7
"23936","Washington",2002,"February",4.1
"23937","Washington",2002,"March",4
"23938","Washington",2002,"April",3.5
"23939","Washington",2002,"May",2.8
"23940","Washington",2002,"June",3.5
"23941","Washington",2002,"July",3.1
"23942","Wayne",2001,"December",5.1
"23943","Wayne",2002,"January",5.3
"23944","Wayne",2002,"February",5.1
"23945","Wayne",2002,"March",5.1
"23946","Wayne",2002,"April",3.9
"23947","Wayne",2002,"May",3.3
"23948","Wayne",2002,"June",3.9
"23949","Wayne",2002,"July",3.6
"23950","Wayne",2002,"August",4
"23951","Wayne",2002,"September",3.8
"23952","Wayne",2002,"October",3.6
"23953","Wayne",2002,"November",4
"23954","Wayne",2002,"December",4.3
"23955","Wayne",2003,"January",5.1
"23956","Wayne",2003,"February",4.8
"23957","Wayne",2003,"March",6.3
"23958","Wayne",2003,"April",5.1
"23959","Webster",2008,"October",3.8
"23960","Webster",2008,"November",4.1
"23961","Webster",2008,"December",5.4
"23962","Webster",2009,"January",6.7
"23963","Webster",2009,"February",6.9
"23964","Webster",2009,"March",7.5
"23965","Webster",2009,"April",6.9
"23966","Webster",2009,"May",7.1
"23967","Webster",2009,"June",8.1
"23968","Webster",2009,"July",8.1
"23969","Webster",2009,"August",7.8
"23970","Webster",2009,"September",7.5
"23971","Webster",2009,"October",7.2
"23972","Webster",2009,"November",7.2
"23973","Webster",2009,"December",7.9
"23974","Webster",2010,"January",8.2
"23975","Winnebago",2006,"June",3.6
"23976","Winnebago",2006,"July",3.4
"23977","Winnebago",2006,"August",3.5
"23978","Winnebago",2006,"September",3.2
"23979","Winnebago",2006,"October",3
"23980","Winnebago",2006,"November",3.6
"23981","Winnebago",2006,"December",3.3
"23982","Winnebago",2007,"January",3.7
"23983","Winnebago",2007,"February",3.9
"23984","Winnebago",2007,"March",3.2
"23985","Winnebago",2007,"April",3.3
"23986","Winnebago",2007,"May",3.3
"23987","Washington",2002,"August",2.9
"23988","Washington",2002,"September",2.6
"23989","Washington",2002,"October",2.5
"23990","Washington",2002,"November",2.7
"23991","Washington",2002,"December",3.1
"23992","Washington",2003,"January",5.2
"23993","Washington",2003,"February",4.9
"23994","Washington",2003,"March",4.2
"23995","Washington",2003,"April",3.6
"23996","Washington",2003,"May",3.4
"23997","Washington",2003,"June",3.6
"23998","Washington",2003,"July",3.6
"23999","Washington",2003,"August",3.4
"24000","Washington",2003,"September",3.2
"24001","Wayne",2003,"May",4.5
"24002","Wayne",2003,"June",4.6
"24003","Wayne",2003,"July",4.3
"24004","Wayne",2003,"August",4
"24005","Wayne",2003,"September",3.9
"24006","Wayne",2003,"October",3.5
"24007","Wayne",2003,"November",3.8
"24008","Wayne",2003,"December",4.3
"24009","Wayne",2004,"January",4.9
"24010","Wayne",2004,"February",4.5
"24011","Wayne",2004,"March",4.7
"24012","Wayne",2004,"April",4
"24013","Wayne",2004,"May",4
"24014","Wayne",2004,"June",4.6
"24015","Webster",2010,"February",7.8
"24016","Webster",2010,"March",7.9
"24017","Webster",2010,"April",6.9
"24018","Webster",2010,"May",6.6
"24019","Webster",2010,"June",7
"24020","Webster",2010,"July",7.1
"24021","Webster",2010,"August",7
"24022","Webster",2010,"September",6.5
"24023","Webster",2010,"October",6.2
"24024","Webster",2010,"November",6.7
"24025","Webster",2010,"December",7.1
"24026","Webster",2011,"January",7.9
"24027","Webster",2011,"February",7.7
"24028","Webster",2011,"March",7.4
"24029","Webster",2011,"April",7.2
"24030","Webster",2011,"May",6.9
"24031","Webster",2011,"June",7.6
"24032","Winnebago",2007,"June",3.6
"24033","Winnebago",2007,"July",3.4
"24034","Winnebago",2007,"August",3.2
"24035","Winnebago",2007,"September",3.3
"24036","Winnebago",2007,"October",4.6
"24037","Winnebago",2007,"November",2.9
"24038","Winnebago",2007,"December",3.2
"24039","Winnebago",2008,"January",3.4
"24040","Winnebago",2008,"February",4.1
"24041","Winnebago",2008,"March",4.4
"24042","Winnebago",2008,"April",4.2
"24043","Winnebago",2008,"May",4.2
"24044","Winnebago",2008,"June",5.5
"24045","Winnebago",2008,"July",9
"24046","Washington",2003,"October",2.6
"24047","Washington",2003,"November",3.1
"24048","Washington",2003,"December",3.7
"24049","Washington",2004,"January",5
"24050","Washington",2004,"February",5.3
"24051","Washington",2004,"March",4.8
"24052","Washington",2004,"April",4.1
"24053","Washington",2004,"May",4.2
"24054","Washington",2004,"June",4.8
"24055","Washington",2004,"July",4.5
"24056","Washington",2004,"August",4.2
"24057","Washington",2004,"September",4.4
"24058","Washington",2004,"October",4
"24059","Washington",2004,"November",3.8
"24060","Washington",2004,"December",4.7
"24061","Wayne",2004,"July",4.4
"24062","Wayne",2004,"August",4.3
"24063","Wayne",2004,"September",4.3
"24064","Wayne",2004,"October",4.5
"24065","Wayne",2004,"November",5
"24066","Wayne",2004,"December",5.3
"24067","Wayne",2005,"January",6
"24068","Wayne",2005,"February",5.9
"24069","Wayne",2005,"March",5.5
"24070","Wayne",2005,"April",4.3
"24071","Wayne",2005,"May",4.3
"24072","Wayne",2005,"June",4.4
"24073","Wayne",2005,"July",4
"24074","Webster",2011,"July",7.1
"24075","Webster",2011,"August",7.4
"24076","Webster",2011,"September",6.8
"24077","Webster",2011,"October",6.2
"24078","Webster",2011,"November",6.1
"24079","Webster",2011,"December",7
"24080","Webster",2012,"January",7.6
"24081","Webster",2012,"February",7.3
"24082","Webster",2012,"March",7.1
"24083","Webster",2012,"April",6.2
"24084","Webster",2012,"May",6.1
"24085","Webster",2012,"June",6.7
"24086","Webster",2012,"July",6.7
"24087","Webster",2012,"August",6.2
"24088","Winnebago",2008,"August",9.7
"24089","Winnebago",2008,"September",6.4
"24090","Winnebago",2008,"October",7.8
"24091","Winnebago",2008,"November",8.2
"24092","Winnebago",2008,"December",9.1
"24093","Winnebago",2009,"January",10.8
"24094","Winnebago",2009,"February",10.4
"24095","Winnebago",2009,"March",13.7
"24096","Winnebago",2009,"April",9.6
"24097","Winnebago",2009,"May",9.5
"24098","Winnebago",2009,"June",9.4
"24099","Winnebago",2009,"July",9
"24100","Winnebago",2009,"August",9
"24101","Winnebago",2009,"September",8.3
"24102","Washington",2005,"January",5.5
"24103","Washington",2005,"February",5.1
"24104","Washington",2005,"March",4.4
"24105","Washington",2005,"April",3.5
"24106","Washington",2005,"May",3.4
"24107","Washington",2005,"June",3.6
"24108","Washington",2005,"July",3.2
"24109","Washington",2005,"August",3.1
"24110","Washington",2005,"September",3.3
"24111","Washington",2005,"October",3.1
"24112","Washington",2005,"November",3.5
"24113","Washington",2005,"December",3.7
"24114","Washington",2006,"January",4
"24115","Washington",2006,"February",3.6
"24116","Washington",2006,"March",3.2
"24117","Washington",2006,"April",3
"24118","Washington",2006,"May",2.5
"24119","Wayne",2005,"August",3.8
"24120","Wayne",2005,"September",4.1
"24121","Wayne",2005,"October",4
"24122","Wayne",2005,"November",4.3
"24123","Wayne",2005,"December",4.9
"24124","Wayne",2006,"January",5
"24125","Wayne",2006,"February",4.9
"24126","Wayne",2006,"March",4.3
"24127","Wayne",2006,"April",3.3
"24128","Wayne",2006,"May",3.2
"24129","Wayne",2006,"June",3.8
"24130","Wayne",2006,"July",3.6
"24131","Wayne",2006,"August",3.4
"24132","Wayne",2006,"September",3.3
"24133","Wayne",2006,"October",3.7
"24134","Wayne",2006,"November",4
"24135","Wayne",2006,"December",4.8
"24136","Wayne",2007,"January",5.4
"24137","Wayne",2007,"February",5.1
"24138","Wayne",2007,"March",4.6
"24139","Wayne",2007,"April",4.4
"24140","Wayne",2007,"May",4.5
"24141","Wayne",2007,"June",4.6
"24142","Wayne",2007,"July",4.3
"24143","Wayne",2007,"August",4.6
"24144","Wayne",2007,"September",4.2
"24145","Wayne",2007,"October",4.2
"24146","Wayne",2007,"November",3.9
"24147","Wayne",2007,"December",4.7
"24148","Wayne",2008,"January",5.3
"24149","Wayne",2008,"February",4.4
"24150","Wayne",2008,"March",4.3
"24151","Wayne",2008,"April",3.7
"24152","Wayne",2008,"May",3.9
"24153","Wayne",2008,"June",4.1
"24154","Wayne",2008,"July",3.9
"24155","Wayne",2008,"August",4.1
"24156","Webster",2012,"September",5.6
"24157","Webster",2012,"October",5.4
"24158","Webster",2012,"November",5.4
"24159","Webster",2012,"December",6
"24160","Webster",2013,"January",6.8
"24161","Webster",2013,"February",6.1
"24162","Webster",2013,"March",5.9
"24163","Webster",2013,"April",5.3
"24164","Webster",2013,"May",5
"24165","Webster",2013,"June",5.7
"24166","Webster",2013,"July",5.4
"24167","Webster",2013,"August",5
"24168","Webster",2013,"September",4.6
"24169","Webster",2013,"October",4.6
"24170","Winnebago",2009,"October",7.8
"24171","Winnebago",2009,"November",7.4
"24172","Winnebago",2009,"December",7.8
"24173","Winnebago",2010,"January",8.2
"24174","Winnebago",2010,"February",7.6
"24175","Winnebago",2010,"March",7.3
"24176","Winnebago",2010,"April",6.9
"24177","Winnebago",2010,"May",7
"24178","Winnebago",2010,"June",6.8
"24179","Winnebago",2010,"July",6.6
"24180","Winnebago",2010,"August",6.5
"24181","Winnebago",2010,"September",6.3
"24182","Winnebago",2010,"October",5.9
"24183","Winnebago",2010,"November",6.1
"24184","Washington",2006,"June",3
"24185","Washington",2006,"July",2.9
"24186","Washington",2006,"August",2.8
"24187","Washington",2006,"September",2.7
"24188","Washington",2006,"October",2.5
"24189","Washington",2006,"November",2.5
"24190","Washington",2006,"December",2.8
"24191","Washington",2007,"January",3.9
"24192","Washington",2007,"February",4.2
"24193","Washington",2007,"March",3.4
"24194","Washington",2007,"April",3
"24195","Washington",2007,"May",2.6
"24196","Washington",2007,"June",3.2
"24197","Washington",2007,"July",3.6
"24198","Washington",2007,"August",3.6
"24199","Washington",2007,"September",3.3
"24200","Washington",2007,"October",3.4
"24201","Washington",2007,"November",3
"24202","Washington",2007,"December",4
"24203","Washington",2008,"January",5.1
"24204","Washington",2008,"February",4.8
"24205","Washington",2008,"March",4.5
"24206","Washington",2008,"April",3.5
"24207","Wayne",2008,"September",3.7
"24208","Wayne",2008,"October",3.3
"24209","Wayne",2008,"November",4
"24210","Wayne",2008,"December",5.2
"24211","Wayne",2009,"January",7
"24212","Wayne",2009,"February",7.1
"24213","Wayne",2009,"March",6.6
"24214","Wayne",2009,"April",6.4
"24215","Wayne",2009,"May",6.3
"24216","Wayne",2009,"June",6.4
"24217","Wayne",2009,"July",6.2
"24218","Wayne",2009,"August",6.4
"24219","Wayne",2009,"September",5.9
"24220","Wayne",2009,"October",5.6
"24221","Wayne",2009,"November",5.7
"24222","Wayne",2009,"December",6.3
"24223","Wayne",2010,"January",7.6
"24224","Webster",2013,"November",4.5
"24225","Webster",2013,"December",5.1
"24226","Webster",2014,"January",5.8
"24227","Webster",2014,"February",5.5
"24228","Webster",2014,"March",5.4
"24229","Webster",2014,"April",4.5
"24230","Webster",2014,"May",4.5
"24231","Webster",2014,"June",5.2
"24232","Webster",2014,"July",5.3
"24233","Webster",2014,"August",4.9
"24234","Webster",2014,"September",4.3
"24235","Webster",2014,"October",3.9
"24236","Winnebago",2010,"December",6.5
"24237","Winnebago",2011,"January",6.4
"24238","Winnebago",2011,"February",6.2
"24239","Winnebago",2011,"March",6.1
"24240","Winnebago",2011,"April",5.7
"24241","Winnebago",2011,"May",6.3
"24242","Winnebago",2011,"June",6.8
"24243","Winnebago",2011,"July",6.3
"24244","Winnebago",2011,"August",6.2
"24245","Winnebago",2011,"September",6.1
"24246","Winnebago",2011,"October",6.1
"24247","Washington",2008,"May",3.5
"24248","Washington",2008,"June",3.8
"24249","Washington",2008,"July",4
"24250","Washington",2008,"August",3.8
"24251","Washington",2008,"September",3
"24252","Washington",2008,"October",3.6
"24253","Washington",2008,"November",3.8
"24254","Washington",2008,"December",5.2
"24255","Washington",2009,"January",7
"24256","Washington",2009,"February",6.6
"24257","Washington",2009,"March",5.6
"24258","Wayne",2010,"February",7.4
"24259","Wayne",2010,"March",7
"24260","Wayne",2010,"April",6.2
"24261","Wayne",2010,"May",5.9
"24262","Wayne",2010,"June",6.3
"24263","Wayne",2010,"July",6
"24264","Wayne",2010,"August",6.4
"24265","Wayne",2010,"September",5.9
"24266","Wayne",2010,"October",5.5
"24267","Wayne",2010,"November",5.2
"24268","Wayne",2010,"December",5.8
"24269","Wayne",2011,"January",6.8
"24270","Webster",2014,"November",4.1
"24271","Webster",2014,"December",4.6
"24272","Webster",2015,"January",5.3
"24273","Webster",2015,"February",4.8
"24274","Webster",2015,"March",4.7
"24275","Webster",2015,"April",4.1
"24276","Webster",2015,"May",4.1
"24277","Webster",2015,"June",4.5
"24278","Webster",2015,"July",4.5
"24279","Webster",2015,"August",4.4
"24280","Webster",2015,"September",3.7
"24281","Webster",2015,"October",3.4
"24282","Webster",2015,"November",3.7
"24283","Webster",2015,"December",4.2
"24284","Webster",2016,"January",4.8
"24285","Webster",2016,"February",4.6
"24286","Webster",2016,"March",4.4
"24287","Webster",2016,"April",3.8
"24288","Webster",2016,"May",3.7
"24289","Webster",2016,"June",4.3
"24290","Warren",2010,"November",5.2
"24291","Warren",2010,"December",5.4
"24292","Warren",2011,"January",6.5
"24293","Warren",2011,"February",6.2
"24294","Warren",2011,"March",5.9
"24295","Warren",2011,"April",5
"24296","Warren",2011,"May",5
"24297","Warren",2011,"June",5.4
"24298","Warren",2011,"July",5
"24299","Warren",2011,"August",5.1
"24300","Warren",2011,"September",4.9
"24301","Warren",2011,"October",4.7
"24302","Warren",2011,"November",4.6
"24303","Warren",2011,"December",5
"24304","Warren",2012,"January",5.8
"24305","Warren",2012,"February",5.6
"24306","Warren",2012,"March",5.2
"24307","Warren",2012,"April",4.6
"24308","Washington",2009,"April",4.8
"24309","Washington",2009,"May",5.3
"24310","Washington",2009,"June",6
"24311","Washington",2009,"July",5.7
"24312","Washington",2009,"August",5.3
"24313","Washington",2009,"September",4.8
"24314","Washington",2009,"October",4.7
"24315","Washington",2009,"November",4.9
"24316","Washington",2009,"December",5.9
"24317","Washington",2010,"January",6.5
"24318","Washington",2010,"February",6.2
"24319","Washington",2010,"March",6
"24320","Washington",2010,"April",4.8
